train_loss,train_accuracy,val_loss,val_accuracy
1.0312425188154108,0.8295932585760732,0.8642617376713531,0.828708925483119
0.799335913435559,0.8259173246632606,0.750774239707651,0.8260771486577938
0.7327588297180012,0.82480260102183,0.714295140324934,0.8250244379276638
0.7102744432555902,0.8243912149160639,0.7009687297989062,0.8247988570569216
0.7015142941947924,0.824298321279278,0.6949260059053068,0.8245732761861794
0.6970536651453764,0.8242717802401964,0.6915211425265725,0.8244228889390179
0.6941451585891592,0.8243248623183598,0.6886648154588595,0.8244980825625987
0.69162716010327,0.8244575675137682,0.6862417907542381,0.8245732761861794
0.689264004635167,0.8244973790723907,0.6834348414264968,0.8247988570569216
0.6863049633374346,0.8245106495919315,0.680952176593983,0.824949244304083
0.683387369980944,0.8246698958264216,0.6774159808635389,0.8250996315512444
0.6805492590374023,0.8248424125804525,0.6747832751128896,0.8252500187984059
0.6777513427793225,0.8250812819321877,0.6724606943861937,0.8255507932927287
0.6748354716328174,0.8253201512839228,0.6696825994567877,0.8257011805398902
0.6720416646307145,0.8254528564793312,0.6670941273712002,0.8260019550342131
0.6691280501466718,0.825625373233362,0.6641258586303695,0.8260019550342131
0.6662748784647474,0.8258244310264747,0.6610851075579524,0.826302729528536
0.6634137485214143,0.8259173246632606,0.6583596232672617,0.8264531167756974
0.6602422704361911,0.8261031119368323,0.6554055594575074,0.826302729528536
0.6575049980698723,0.8261561940149957,0.6523952601780452,0.8266035040228589
