train_loss,train_accuracy,val_loss,val_accuracy
0.9963152408599854,0.4509119987487793,0.714325487613678,0.758337140083313
0.5956085920333862,0.6940752267837524,0.8389038443565369,0.6435206532478333
0.5129054188728333,0.7719579935073853,0.5988504886627197,0.7662554979324341
0.45493119955062866,0.8025689125061035,0.6906530261039734,0.7536165714263916
0.41869720816612244,0.8199273347854614,0.792660653591156,0.6710065603256226
0.3976426124572754,0.8285605311393738,0.6030353903770447,0.7874219417572021
0.3535686135292053,0.8493538498878479,0.618496298789978,0.7630577087402344
0.3394704759120941,0.8516569137573242,0.4059636890888214,0.8676716685295105
0.3319002389907837,0.8563814163208008,0.3896915912628174,0.8749048113822937
0.319029837846756,0.8642381429672241,0.32003939151763916,0.9072635769844055
0.3080836832523346,0.8639881014823914,0.4180169701576233,0.8564032316207886
0.30257299542427063,0.8626062870025635,0.4620623290538788,0.8425460457801819
0.29486170411109924,0.8684231042861938,0.5448601245880127,0.8038678169250488
0.27502280473709106,0.8759639859199524,0.30894240736961365,0.9049794673919678
0.2696143090724945,0.878951370716095,0.3445366621017456,0.89096999168396
0.2671283483505249,0.8791751265525818,0.33915799856185913,0.8911222815513611
0.25846248865127563,0.8811228275299072,0.34358522295951843,0.8878483176231384
0.24538597464561462,0.8863211870193481,0.2975480258464813,0.9077965617179871
0.24656805396080017,0.885347306728363,0.2814682126045227,0.9118319153785706
0.2423572689294815,0.8873739838600159,0.32605478167533875,0.8933302760124207
0.2416859120130539,0.8878872394561768,0.2945229709148407,0.9072635769844055
0.23940810561180115,0.8855578899383545,0.2814301550388336,0.9100807309150696
0.2322138547897339,0.8899007439613342,0.27952513098716736,0.9127455353736877
0.233178973197937,0.8905456066131592,0.27758628129959106,0.9117557406425476
0.22962309420108795,0.8912826180458069,0.2866573929786682,0.9071874618530273
0.2273930162191391,0.8925065398216248,0.28645601868629456,0.9068828821182251
0.2291102558374405,0.8915063142776489,0.30603253841400146,0.8985838294029236
0.2254793494939804,0.8926118016242981,0.30848875641822815,0.8959951400756836
0.22356200218200684,0.8932698369026184,0.3031746745109558,0.8976701498031616
0.22274592518806458,0.8918747901916504,0.30614376068115234,0.8971372246742249
