original_test_loss,original_test_accuracy,quantized_test_loss,quantized_test_accuracy,accuracy_delta,loss_delta,prediction_agreement,parameters,original_model_size_bytes,quantized_model_size_bytes,compression_ratio,size_reduction_bytes,size_reduction_percent,calibration_samples,input_scale,activation_scales,weight_scales,bias_scales
0.2572873830795288,0.9381158661398581,0.25714313983917236,0.9378302470605037,-0.00028561907935442665,-0.0001442432403564453,0.996810586947208,16517,66068,16940,3.9001180637544275,49128,74.35975056002906,200,0.02220472388380156,"[0.057023100965605006, 0.05279282697542446]","[0.0032558774384926622, 0.006220665034346693, 0.004339640534768893]","[7.229585952122866e-05, 0.0003547216103267602, 0.00022910189188759262]"
