prune_fraction,sparsity,val_loss,val_accuracy,test_loss,test_accuracy
0.0,0.0,0.28540754318237305,0.9296187683284457,0.2572873830795288,0.9381158661398581
0.2,0.20001220703125,0.28624483942985535,0.9300699300699301,0.25547730922698975,0.9385442947588899
0.4,0.4000244140625,0.3045892119407654,0.9259342807729904,0.26142188906669617,0.9345932308278193
0.6,0.5999755859375,0.367108553647995,0.9004436423791262,0.3110760748386383,0.9266434997857856
0.8,0.79998779296875,0.5054219365119934,0.8657041882848334,0.37555310130119324,0.9194078164421383
0.9,0.89996337890625,0.7319285869598389,0.8338972855101887,0.5168638229370117,0.9257866425477221
