train_loss,train_accuracy,val_loss,val_accuracy
0.8554903978192978,0.15415997683783855,1.4238935638203802,0.13727729556875284
0.5079735516733104,0.16889953412470718,1.2080853865791787,0.1529617785899193
0.3899892165304231,0.1752559682046693,1.0696923654519097,0.16027105223085122
0.3351755152754467,0.1755849761798226,1.0923248069079767,0.15867214862189735
0.3049620448565617,0.17646671755323348,1.0310413998084942,0.16011877569666513
0.2860071795152958,0.17963835443371148,0.9441070324648129,0.16423024211968937
0.2616001567485267,0.1788092543363251,0.8943642987060605,0.16270747677782854
0.2612365281136644,0.18003316400389546,0.9226026463149181,0.16369727425003808
0.24437540678937741,0.17878293369831286,0.8950601183371546,0.16194609410689811
0.23028451932238103,0.1805332561261285,0.8691260196020092,0.16308816811329374
0.2236035663957228,0.18246782302003,0.8415197342139538,0.16666666666666666
0.21047094147947035,0.18357328981654517,0.7861665960713865,0.167275772803411
0.20154152179236248,0.18275735003816493,0.8383276919097284,0.16605756052992235
0.1967009940523104,0.18333640407443477,0.7808289154308906,0.1667428049337597
0.19029428509861648,0.18494196299318297,0.7725448760064894,0.16811329374143444
0.18474258144627786,0.1855604979864712,0.8304910475448584,0.16887467641236487
0.17947113120640282,0.18496828363119522,0.754795602345659,0.16811329374143444
0.1738147597895372,0.18752138551838496,0.7187965730562844,0.17032130348713262
0.16716271724803028,0.1847971994841155,0.7731371127943734,0.16826557027562053
0.16529958502971698,0.19274603216381966,0.696810689984672,0.17504187604690116
