train_loss,train_accuracy,val_loss,val_accuracy
0.9177342149522492,0.15867396625694208,1.4222645090108086,0.14344449520328917
0.5475429167331569,0.1676624641381307,1.2227875949477103,0.15220039591898887
0.4257816098148208,0.17301871397362673,1.0565706640867696,0.1576062128825948
0.35499026476623063,0.17549285394677966,1.0257696481315226,0.16019491396375818
0.3076549493698279,0.17740110020266892,1.005915481259657,0.16148926450433987
0.2793479290515403,0.17874345274129444,0.9369329872497307,0.16255520024364245
0.2658375949589215,0.17784855104887742,0.8963266748969588,0.1609562966346886
0.24987465247687965,0.17955939251967468,0.9119112358729335,0.16293589157910765
0.24084692607398372,0.18094122601531862,0.8908099217176692,0.16415410385259632
0.2220675787837897,0.18054641644513464,0.8792170863709203,0.16415410385259632
0.2113448283917102,0.18263890716710973,0.8144226892273666,0.1658291457286432
0.20663656954863466,0.18209933408785828,0.8046035186620323,0.165448454393178
0.1975416581410694,0.18309951833232438,0.7499431802000432,0.1667428049337597
0.19629627317986353,0.1830731976943121,0.8106876941908616,0.16605756052992235
0.1851007761828625,0.18325744216039797,0.8361484535266516,0.1665143901324806
0.1747361905326672,0.18871897454794304,0.7834844515896178,0.17054971828841176
0.17511770144735236,0.1870476140341642,0.7659957580358012,0.1706258565555048
0.16876722752751433,0.18484984076014002,0.7929035384977755,0.16758032587178315
0.16447719088747337,0.18448135182796832,0.7415308291207388,0.16796101720724838
0.1611344827561092,0.18724501881925618,0.7162502225047652,0.1702451652200396
